salary,degree
76547.32289,Bachelor's
66333.86399,Bachelor's
61125.72072,Bachelor's
56725.63448,Bachelor's
68102.7053,Bachelor's
39432.51014,Bachelor's
47084.75555,Bachelor's
45905.63152,Bachelor's
51320.2032,Bachelor's
70020.84032,Bachelor's
91343.6912,Bachelor's
80743.36323,Bachelor's
31164.77049,Bachelor's
19024.24756,Bachelor's
84492.39777,Bachelor's
71398.15274,Bachelor's
71788.81875,Bachelor's
50649.24379,Bachelor's
65662.32168,Bachelor's
62426.70259,Bachelor's
49117.93849,Bachelor's
44508.18784,Bachelor's
65570.76981,Bachelor's
51102.96008,Bachelor's
47244.67485,Bachelor's
59863.20099,Bachelor's
65614.67844,Bachelor's
47983.65523,Bachelor's
58641.83563,Bachelor's
25544.55854,Bachelor's
79438.78866,Bachelor's
61055.5907,Bachelor's
75488.10957,Bachelor's
63682.64558,Bachelor's
87034.0615,Bachelor's
27783.83759,Bachelor's
49457.27057,Bachelor's
66468.35836,Bachelor's
50239.29072,Bachelor's
40280.74013,Bachelor's
69943.94527,Bachelor's
71143.4851,Bachelor's
88121.46037,Bachelor's
70535.08737,Bachelor's
46154.72278,Bachelor's
58364.52125,Bachelor's
59379.49079,Bachelor's
65401.82623,Bachelor's
68352.0304,Bachelor's
69296.77846,Bachelor's
79340.84425,Bachelor's
63838.98393,Bachelor's
74819.62945,Bachelor's
70449.02164,Bachelor's
74120.58149,Bachelor's
29871.82831,Bachelor's
77842.7535,Bachelor's
61845.95119,Bachelor's
62444.02836,Bachelor's
53391.69234,Bachelor's
57006.64948,Bachelor's
64374.68279,Bachelor's
84584.13113,Bachelor's
64490.7683,Bachelor's
67621.58588,Bachelor's
50057.47451,Bachelor's
73273.35711,Bachelor's
88257.79829,Bachelor's
48368.1748,Bachelor's
73693.61244,Bachelor's
37294.75111,Bachelor's
36584.85604,Bachelor's
62204.73507,Bachelor's
58165.23449,Bachelor's
65826.39189,Bachelor's
51811.22214,Bachelor's
56916.89243,Bachelor's
63839.16199,Bachelor's
71146.86085,Bachelor's
93384.65518,Bachelor's
55032.23915,Bachelor's
58554.64445,Bachelor's
67544.04837,Bachelor's
54980.31226,Bachelor's
83167.94707,Bachelor's
66279.71264,Bachelor's
60079.16593,Bachelor's
66103.70579,Bachelor's
66912.55487,Bachelor's
56667.69988,Bachelor's
97842.52093,Bachelor's
54004.37948,Bachelor's
84051.2745,Bachelor's
51201.7839,Bachelor's
19250.55167,Bachelor's
75375.39246,Bachelor's
58384.00016,Bachelor's
82135.58863,Bachelor's
59235.77286,Bachelor's
75913.29061,Bachelor's
32197.63524,Bachelor's
52440.9612,Bachelor's
63150.25268,Bachelor's
80285.50679,Bachelor's
66954.93999,Bachelor's
58199.74614,Bachelor's
50137.5877,Bachelor's
62269.94313,Bachelor's
46476.10786,Bachelor's
64190.13213,Bachelor's
47209.40947,Bachelor's
67893.62461,Bachelor's
42807.53609,Bachelor's
62496.09718,Bachelor's
65282.75293,Bachelor's
72475.68409,Bachelor's
71059.34248,Bachelor's
89908.69382,Bachelor's
56825.47352,Bachelor's
65256.96561,Bachelor's
26401.43912,Bachelor's
81582.50971,Bachelor's
73195.29189,Bachelor's
73057.85738,Bachelor's
54886.26654,Bachelor's
40558.23581,Bachelor's
81831.07409,Bachelor's
52155.65155,Bachelor's
72044.51696,Bachelor's
48324.83968,Bachelor's
66346.31609,Bachelor's
45420.33512,Bachelor's
57475.44819,Bachelor's
59222.47878,Bachelor's
60283.55785,Bachelor's
40009.85669,Bachelor's
57342.85249,Bachelor's
54538.72637,Bachelor's
71414.33749,Bachelor's
60296.69484,Bachelor's
65426.79423,Bachelor's
85958.9423,Bachelor's
75443.89854,Bachelor's
51683.91455,Bachelor's
46218.25153,Bachelor's
84398.55952,Bachelor's
67410.50111,Bachelor's
72350.9437,Bachelor's
71530.84423,Bachelor's
66316.17627,Bachelor's
58463.0324,Bachelor's
74938.64776,Bachelor's
62004.3264,Bachelor's
58071.07557,Bachelor's
59898.70686,Bachelor's
68025.58822,Bachelor's
72556.57686,Bachelor's
72853.23278,Bachelor's
65553.53324,Bachelor's
30431.15884,Bachelor's
48035.11652,Bachelor's
63092.01119,Bachelor's
37059.91019,Bachelor's
64120.66254,Bachelor's
30053.18945,Bachelor's
69844.6466,Bachelor's
57298.38098,Bachelor's
65184.21243,Bachelor's
73348.76063,Bachelor's
47848.8984,Bachelor's
101389.0707,Bachelor's
75267.21182,Bachelor's
71866.76317,Bachelor's
40074.3054,Bachelor's
77578.3055,Bachelor's
60660.78078,Bachelor's
73682.43394,Bachelor's
91554.89572,Bachelor's
84039.46132,Bachelor's
99437.60708,Bachelor's
69172.36155,Bachelor's
49170.19747,Bachelor's
68016.97062,Bachelor's
50107.31778,Bachelor's
105805.8583,Bachelor's
57484.78129,Bachelor's
56376.86259,Bachelor's
43260.89702,Bachelor's
76564.39213,Bachelor's
74002.79723,Bachelor's
48692.05038,Bachelor's
82843.08524,Bachelor's
75797.60362,Bachelor's
67669.88291,Bachelor's
35519.56257,Bachelor's
40645.28752,Bachelor's
71195.65529,Bachelor's
65141.32334,Bachelor's
67747.48085,Bachelor's
52356.79821,Bachelor's
70848.34514,Bachelor's
71008.13167,Bachelor's
58168.86142,Bachelor's
65195.86583,Bachelor's
76771.26014,Bachelor's
68771.91718,Bachelor's
80690.89881,Bachelor's
85058.01199,Bachelor's
81967.9825,Bachelor's
61200.39462,Bachelor's
50894.62137,Bachelor's
40899.62505,Bachelor's
68151.28441,Bachelor's
67416.55777,Bachelor's
87765.98034,Bachelor's
34967.89999,Bachelor's
49082.54026,Bachelor's
56449.10208,Bachelor's
42619.41593,Bachelor's
52645.15915,Bachelor's
52129.60299,Bachelor's
27637.70478,Bachelor's
38859.90757,Bachelor's
62145.81994,Bachelor's
79117.3861,Bachelor's
75602.8478,Bachelor's
85836.94027,Bachelor's
78055.90686,Bachelor's
70877.66538,Bachelor's
85049.63103,Bachelor's
73082.28316,Bachelor's
100696.9299,Bachelor's
92708.50825,Bachelor's
60564.13983,Bachelor's
61170.63878,Bachelor's
73186.62017,Bachelor's
62920.36728,Bachelor's
45290.38455,Bachelor's
66012.08733,Bachelor's
58136.73403,Bachelor's
38230.02973,Bachelor's
35232.53212,Bachelor's
67519.02109,Bachelor's
93008.26833,Bachelor's
83384.02928,Bachelor's
77934.05374,Bachelor's
40902.87855,Bachelor's
70441.28308,Bachelor's
71231.50936,Bachelor's
71226.99625,Bachelor's
66824.12575,Bachelor's
60577.35726,Bachelor's
76866.97089,Bachelor's
90668.29666,Bachelor's
68014.91059,Bachelor's
76001.41305,Bachelor's
70884.43937,Bachelor's
29449.05999,Bachelor's
27469.39436,Bachelor's
66483.00467,Bachelor's
67654.42557,Bachelor's
91588.37248,Bachelor's
88481.97185,Bachelor's
64438.15061,Bachelor's
72681.03436,Bachelor's
68353.65513,Bachelor's
53146.4711,Bachelor's
100344.6345,Bachelor's
53844.22827,Bachelor's
62323.19818,Bachelor's
59937.41015,Bachelor's
51120.07614,Bachelor's
75435.43539,Bachelor's
84320.14875,Bachelor's
57108.05206,Bachelor's
75091.47639,Bachelor's
79868.78057,Bachelor's
79485.03356,Bachelor's
92259.29936,Bachelor's
91631.41995,Bachelor's
48444.54097,Bachelor's
67587.49333,Bachelor's
68975.56003,Bachelor's
65212.2336,Bachelor's
57001.21407,Bachelor's
61678.49026,Bachelor's
78781.78864,Bachelor's
60707.04882,Bachelor's
47836.54458,Bachelor's
60240.66482,Bachelor's
92583.5741,Bachelor's
66197.777,Bachelor's
48122.61667,Bachelor's
59981.73547,Bachelor's
37906.34227,Bachelor's
66042.32302,Bachelor's
83813.24763,Bachelor's
91495.73152,Bachelor's
73318.18374,Bachelor's
41429.7202,Bachelor's
57355.411,Bachelor's
65898.32748,Bachelor's
57778.70957,Bachelor's
45351.55422,Bachelor's
82378.21047,Bachelor's
40303.4095,Bachelor's
79996.83484,Bachelor's
55962.64632,Bachelor's
77550.18137,Bachelor's
51064.1198,Bachelor's
73408.19894,Bachelor's
31918.55483,Bachelor's
77770.1696,Bachelor's
87903.33606,Bachelor's
46587.87655,Bachelor's
80051.59809,Bachelor's
51575.44984,Bachelor's
40676.04465,Bachelor's
73565.87705,Bachelor's
48704.27997,Bachelor's
83180.95029,Bachelor's
60223.93816,Bachelor's
78931.25132,Bachelor's
86313.50241,Bachelor's
54639.91974,Bachelor's
61343.62665,Bachelor's
64770.33048,Bachelor's
71616.9566,Bachelor's
49914.29798,Bachelor's
51744.12202,Bachelor's
58789.01914,Bachelor's
65859.1185,Bachelor's
65802.71643,Bachelor's
47367.36007,Bachelor's
81614.35498,Bachelor's
46367.70719,Bachelor's
76794.56997,Bachelor's
85675.37536,Bachelor's
57812.89034,Bachelor's
76144.98236,Bachelor's
79285.83437,Bachelor's
51237.15564,Bachelor's
55769.64121,Bachelor's
77608.9556,Bachelor's
92100.96967,Bachelor's
60009.46814,Bachelor's
69009.10917,Bachelor's
54070.94634,Bachelor's
59137.69623,Bachelor's
53629.05798,Bachelor's
80089.58612,Bachelor's
69288.81868,Bachelor's
85244.59822,Bachelor's
62146.31561,Bachelor's
74823.76638,Bachelor's
79213.89062,Bachelor's
91567.14711,Bachelor's
86281.5882,Bachelor's
36298.86326,Bachelor's
58813.29955,Bachelor's
86311.52617,Bachelor's
65127.96919,Bachelor's
98932.74764,Bachelor's
59132.84064,Bachelor's
64550.03645,Bachelor's
71601.53173,Bachelor's
43612.62315,Bachelor's
67345.55181,Bachelor's
54331.54426,Bachelor's
32123.50021,Bachelor's
63259.48461,Bachelor's
56383.21397,Bachelor's
82893.48099,Bachelor's
81458.86629,Bachelor's
69305.93172,Bachelor's
67861.47349,Bachelor's
86554.65836,Bachelor's
68810.509,Bachelor's
72818.23233,Bachelor's
52119.73222,Bachelor's
75463.39317,Bachelor's
62961.57369,Bachelor's
68687.55223,Bachelor's
90633.99126,Bachelor's
86210.11766,Bachelor's
66109.08291,Bachelor's
80109.2596,Bachelor's
85938.12581,Bachelor's
65900.52581,Bachelor's
35266.69452,Bachelor's
35729.34594,Bachelor's
35301.76611,Bachelor's
72950.88453,Bachelor's
73836.34823,Bachelor's
68348.57232,Bachelor's
76651.12148,Bachelor's
53014.92289,Bachelor's
65507.8573,Bachelor's
61819.6575,Bachelor's
63293.66614,Bachelor's
61377.39177,Bachelor's
43647.21374,Bachelor's
78889.80851,Bachelor's
83000.49417,Bachelor's
53280.94682,Bachelor's
19563.90238,Bachelor's
70153.56103,Bachelor's
63764.7724,Bachelor's
75004.12696,Bachelor's
71233.03348,Bachelor's
49885.93038,Bachelor's
78993.32046,Bachelor's
49366.85385,Bachelor's
56948.01564,Bachelor's
50744.92688,Bachelor's
72667.47723,Bachelor's
65109.33812,Bachelor's
81276.33896,Bachelor's
74508.64087,Bachelor's
70958.39521,Bachelor's
52426.92093,Bachelor's
85871.70188,Bachelor's
75275.5917,Bachelor's
69913.30544,Bachelor's
43562.32265,Bachelor's
85325.86396,Bachelor's
66656.09804,Bachelor's
44161.67523,Bachelor's
83331.30531,Bachelor's
73890.50528,Bachelor's
64110.86955,Bachelor's
72165.84924,Bachelor's
97500.58051,Bachelor's
61374.1381,Bachelor's
82537.15565,Bachelor's
64018.51612,Bachelor's
41769.07283,Bachelor's
53971.53213,Bachelor's
77512.63139,Bachelor's
40702.41556,Bachelor's
44216.5273,Bachelor's
68947.5643,Bachelor's
64709.64464,Bachelor's
50862.55915,Bachelor's
84403.90369,Bachelor's
64560.38075,Bachelor's
79822.24909,Bachelor's
104310.1136,Bachelor's
66065.49526,Bachelor's
20963.61185,Bachelor's
61566.60525,Bachelor's
53153.511,Bachelor's
63868.33787,Bachelor's
79439.0164,Bachelor's
63646.34402,Bachelor's
84336.099,Bachelor's
77825.26079,Bachelor's
69665.98017,Bachelor's
61839.86473,Bachelor's
76465.49762,Bachelor's
30499.6971,Bachelor's
64655.70615,Bachelor's
60690.96618,Bachelor's
80517.2457,Bachelor's
102261.281,Bachelor's
63604.13281,Bachelor's
54218.03341,Bachelor's
53944.90135,Bachelor's
67800.07112,Bachelor's
86730.24032,Bachelor's
63208.28107,Bachelor's
92672.0495,Bachelor's
54222.44801,Bachelor's
73834.16384,Bachelor's
76699.34594,Bachelor's
52574.5351,Bachelor's
67546.92767,Bachelor's
60974.5314,Bachelor's
43815.24192,Bachelor's
60628.21805,Bachelor's
78155.70525,Bachelor's
56878.64056,Bachelor's
69038.81501,Bachelor's
49519.76723,Bachelor's
49464.80856,Bachelor's
86048.54848,Bachelor's
74743.92691,Bachelor's
77400.32557,Bachelor's
67163.0545,Bachelor's
73154.77785,Bachelor's
62098.42522,Bachelor's
60963.34577,Bachelor's
40531.79714,Bachelor's
59461.56975,Bachelor's
84915.82392,Bachelor's
60805.63427,Bachelor's
60646.06053,Bachelor's
70692.94158,Bachelor's
30814.98545,Bachelor's
65714.82245,Bachelor's
81364.69296,Bachelor's
62052.22437,Bachelor's
57206.20345,Bachelor's
70017.75108,Bachelor's
54534.68647,Bachelor's
74401.12408,Bachelor's
76258.06852,Bachelor's
69121.86407,Bachelor's
62384.10829,Bachelor's
66320.15451,Bachelor's
87193.47945,Bachelor's
62599.09053,Bachelor's
95934.15391,Bachelor's
80355.68246,Bachelor's
77974.5061,Bachelor's
68109.49005,Bachelor's
39348.99849,Bachelor's
49616.6284,Bachelor's
64935.49587,Bachelor's
62501.07756,Bachelor's
70472.66361,Bachelor's
45164.52298,Bachelor's
74588.64865,Bachelor's
65613.54859,Bachelor's
56501.48731,Bachelor's
55400.00294,Bachelor's
62465.76228,Bachelor's
63659.9258,Bachelor's
64774.89988,Bachelor's
46009.12352,Bachelor's
85835.10951,Bachelor's
47061.12333,Bachelor's
49669.09211,Bachelor's
66098.77187,Bachelor's
53269.8549,Bachelor's
70402.83827,Bachelor's
68737.3203,Bachelor's
77807.4563,Bachelor's
91871.48836,Bachelor's
66023.70925,Bachelor's
69875.4827,Bachelor's
84466.68638,Bachelor's
68134.3683,Bachelor's
48325.08799,Bachelor's
63457.5841,Bachelor's
43945.33518,Bachelor's
52847.60438,Bachelor's
61059.56706,Bachelor's
63407.1771,Bachelor's
66430.27814,Bachelor's
58354.43139,Bachelor's
65833.26167,Bachelor's
70131.34648,Bachelor's
75013.61321,Bachelor's
63634.09048,Bachelor's
71859.28292,Bachelor's
43360.25421,Bachelor's
44685.70689,Bachelor's
80231.18112,Bachelor's
66837.79317,Bachelor's
50116.30025,Bachelor's
75027.91649,Bachelor's
66550.90079,Bachelor's
77866.75525,Bachelor's
62578.22471,Bachelor's
69965.36948,Bachelor's
70208.36739,Bachelor's
76340.63842,Bachelor's
59762.9517,Bachelor's
63143.72835,Bachelor's
40365.62224,Bachelor's
58998.29231,Bachelor's
56130.12505,Bachelor's
75094.01476,Bachelor's
38824.41533,Bachelor's
65317.54574,Bachelor's
52062.94721,Bachelor's
34209.92366,Bachelor's
61261.17126,Bachelor's
61017.57851,Bachelor's
87322.17241,Bachelor's
81687.47731,Bachelor's
67177.5496,Bachelor's
86840.08581,Bachelor's
91383.3029,Bachelor's
47425.56911,Bachelor's
51559.25197,Bachelor's
46335.17381,Bachelor's
71378.62274,Bachelor's
63892.36463,Bachelor's
49196.48924,Bachelor's
41117.21165,Bachelor's
80662.73183,Bachelor's
64324.32761,Bachelor's
65406.99647,Bachelor's
43502.10664,Bachelor's
48830.31538,Bachelor's
80054.49832,Bachelor's
84201.94772,Bachelor's
80011.02488,Bachelor's
61557.10057,Bachelor's
30780.55983,Bachelor's
48249.56856,Bachelor's
25257.98949,Bachelor's
62909.49352,Bachelor's
75692.28983,Bachelor's
102213.0262,Bachelor's
66811.34414,Bachelor's
88942.70265,Bachelor's
60693.19313,Bachelor's
42884.05913,Bachelor's
41046.4467,Bachelor's
71848.74365,Bachelor's
48090.86264,Bachelor's
87757.26871,Bachelor's
57824.52751,Bachelor's
63734.55808,Bachelor's
47580.52687,Bachelor's
76786.52536,Bachelor's
50620.15973,Bachelor's
60130.23416,Bachelor's
60350.10593,Bachelor's
43773.63887,Bachelor's
50082.27953,Bachelor's
61532.99924,Bachelor's
54142.61447,Bachelor's
63898.73288,Bachelor's
47058.1234,Bachelor's
46213.65831,Bachelor's
80109.80092,Bachelor's
78134.04186,Bachelor's
83235.40016,Bachelor's
78934.84343,Bachelor's
46062.57839,Bachelor's
43107.98923,Bachelor's
71753.7218,Bachelor's
56539.15155,Bachelor's
60843.54506,Bachelor's
53494.74417,Bachelor's
85470.2126,Bachelor's
69264.3324,Bachelor's
46333.83622,Bachelor's
70175.03861,Bachelor's
63458.01191,Bachelor's
70400.34133,Bachelor's
91804.77762,Bachelor's
69221.82557,Bachelor's
52651.20687,Bachelor's
87529.72923,Bachelor's
53291.72561,Bachelor's
56720.89463,Bachelor's
56541.80287,Bachelor's
66075.27357,Bachelor's
84100.14489,Bachelor's
46816.10323,Bachelor's
51727.87014,Bachelor's
53403.19007,Bachelor's
65699.709,Bachelor's
64918.01616,Bachelor's
71996.08567,Bachelor's
60233.5336,Bachelor's
31258.2548,Bachelor's
69415.80026,Bachelor's
56628.85434,Bachelor's
60552.15013,Bachelor's
71467.50217,Bachelor's
88990.20084,Bachelor's
69756.67882,Bachelor's
75860.66633,Bachelor's
95597.33046,Bachelor's
67622.42774,Bachelor's
64686.54854,Bachelor's
110764.9004,Bachelor's
54578.81549,Bachelor's
46829.79773,Bachelor's
66786.67606,Bachelor's
51708.14347,Bachelor's
56908.47059,Bachelor's
80420.24662,Bachelor's
44412.01372,Bachelor's
72676.36809,Bachelor's
91796.31381,Bachelor's
70730.33739,Bachelor's
96798.98242,Bachelor's
71918.03259,Bachelor's
81666.17873,Bachelor's
64436.33544,Bachelor's
65950.2466,Bachelor's
78196.89904,Bachelor's
64564.85835,Bachelor's
82607.20336,Bachelor's
73256.60088,Bachelor's
76791.7957,Bachelor's
51170.23663,Bachelor's
80379.37647,Bachelor's
44907.61749,Bachelor's
65524.38566,Bachelor's
64419.00338,Bachelor's
64114.88188,Bachelor's
83090.56386,Bachelor's
89590.90055,Bachelor's
79138.53527,Bachelor's
86919.71152,Bachelor's
87702.70937,Bachelor's
72605.20051,Bachelor's
74555.95017,Bachelor's
64326.31935,Bachelor's
70315.4554,Bachelor's
31788.73643,Bachelor's
55681.5721,Bachelor's
71466.58703,Bachelor's
53536.03751,Bachelor's
67439.80543,Bachelor's
38639.54295,Bachelor's
57367.06575,Bachelor's
63822.60061,Bachelor's
61640.46818,Bachelor's
62168.79814,Bachelor's
60283.48232,Bachelor's
92390.65262,Bachelor's
65040.53599,Bachelor's
74832.32286,Bachelor's
47961.21053,Bachelor's
77514.46539,Bachelor's
63365.05898,Bachelor's
76150.47758,Bachelor's
60744.15387,Bachelor's
45970.99396,Bachelor's
45582.46176,Bachelor's
53936.15503,Bachelor's
57401.31566,Bachelor's
59024.04857,Bachelor's
98153.16936,Bachelor's
70397.84065,Bachelor's
78769.60964,Bachelor's
76232.96336,Bachelor's
67811.04313,Bachelor's
79290.52096,Bachelor's
44546.01704,Bachelor's
70818.02145,Bachelor's
71375.29123,Bachelor's
65214.74853,Bachelor's
50216.49678,Bachelor's
58266.75175,Bachelor's
90578.26321,Bachelor's
88924.6033,Bachelor's
46413.63064,Bachelor's
43895.06976,Bachelor's
74012.04458,Bachelor's
49571.59412,Bachelor's
75858.44987,Bachelor's
59543.91535,Bachelor's
45355.13156,Bachelor's
73148.22928,Bachelor's
74194.83406,Bachelor's
66135.52519,Bachelor's
70713.5911,Bachelor's
52505.00207,Bachelor's
79771.82554,Bachelor's
41701.38784,Bachelor's
67361.63813,Bachelor's
72232.09677,Bachelor's
72405.92028,Bachelor's
81201.72376,Bachelor's
35188.75496,Bachelor's
57055.17184,Bachelor's
50602.42878,Bachelor's
72028.84737,Bachelor's
56840.04576,Bachelor's
79384.68998,Bachelor's
105969.6661,Bachelor's
78314.55072,Bachelor's
39535.97527,Bachelor's
64104.00424,Bachelor's
82773.62862,Bachelor's
57735.9063,Bachelor's
73568.39857,Bachelor's
41064.85913,Bachelor's
87041.87913,Bachelor's
63401.34239,Bachelor's
48506.07727,Bachelor's
47236.04517,Bachelor's
74683.09699,Bachelor's
56515.01931,Bachelor's
64086.2513,Bachelor's
68865.33786,Bachelor's
49881.5461,Bachelor's
86023.55053,Bachelor's
82533.18393,Bachelor's
41198.50764,Bachelor's
57012.98818,Bachelor's
52176.15243,Bachelor's
67533.60343,Bachelor's
50817.67385,Bachelor's
57226.42669,Bachelor's
55853.13609,Bachelor's
78601.54859,Bachelor's
55484.69686,Bachelor's
49689.74828,Bachelor's
58219.35835,Bachelor's
69405.61195,Bachelor's
66261.58386,Bachelor's
61131.34643,Bachelor's
68048.7365,Bachelor's
74293.24399,Bachelor's
72910.14056,Bachelor's
50364.3434,Bachelor's
72380.17801,Bachelor's
49949.50724,Bachelor's
74351.77176,Bachelor's
42673.90948,Bachelor's
66896.87442,Bachelor's
51457.82673,Bachelor's
66596.32919,Bachelor's
45378.7424,Bachelor's
101313.9286,Bachelor's
69674.5015,Bachelor's
90124.17412,Bachelor's
101374.0092,Bachelor's
69786.04958,Bachelor's
27045.79277,Bachelor's
34234.9036,Bachelor's
56415.24584,Bachelor's
46967.1614,Bachelor's
54824.55719,Bachelor's
80675.03848,Bachelor's
46470.50333,Bachelor's
32620.20789,Bachelor's
58385.96226,Bachelor's
62295.12517,Bachelor's
66000.85162,Bachelor's
98686.69942,Bachelor's
67197.19373,Bachelor's
89434.59359,Bachelor's
66261.87952,Bachelor's
28676.31248,Bachelor's
82129.00687,Bachelor's
96981.0806,Bachelor's
51914.35235,Bachelor's
90807.70722,Bachelor's
53644.43863,Bachelor's
65913.3295,Bachelor's
62595.46456,Bachelor's
44500.82441,Bachelor's
69843.51174,Bachelor's
69706.08622,Bachelor's
53788.34968,Bachelor's
51076.17416,Bachelor's
69089.92708,Bachelor's
69585.80955,Bachelor's
88841.55262,Bachelor's
80172.20087,Bachelor's
69016.87852,Bachelor's
86986.07866,Bachelor's
39918.893,Bachelor's
53866.16083,Bachelor's
44482.28095,Bachelor's
41306.03083,Bachelor's
52222.05793,Bachelor's
76838.82175,Bachelor's
66097.48603,Bachelor's
67144.03195,Bachelor's
72685.53499,Bachelor's
89111.98686,Bachelor's
73466.95017,Bachelor's
56659.29385,Bachelor's
50930.80096,Bachelor's
89652.9219,Bachelor's
74101.50221,Bachelor's
62733.02683,Bachelor's
61563.22391,Bachelor's
40112.31954,Bachelor's
74628.00387,Bachelor's
41352.1158,Bachelor's
66397.42953,Bachelor's
73468.54046,Bachelor's
66342.68754,Bachelor's
63665.68937,Bachelor's
76885.87358,Bachelor's
72259.0819,Bachelor's
61666.76293,Bachelor's
69261.47763,Bachelor's
73644.70189,Bachelor's
67361.60538,Bachelor's
42350.06745,Bachelor's
68518.29248,Bachelor's
59713.01276,Bachelor's
69701.61507,Bachelor's
62797.03816,Bachelor's
76804.33346,Bachelor's
55237.89209,Bachelor's
75326.22793,Bachelor's
60864.55778,Bachelor's
67415.6637,Bachelor's
67916.18268,Bachelor's
82401.21299,Bachelor's
89152.3877,Bachelor's
78927.24452,Bachelor's
42471.24278,Bachelor's
75597.57974,Bachelor's
82096.89536,Bachelor's
60438.29949,Bachelor's
62978.59407,Bachelor's
45627.11654,Bachelor's
60992.78709,Bachelor's
56022.55164,Bachelor's
85791.44856,Bachelor's
45886.88078,Bachelor's
62099.50892,Bachelor's
69302.37964,Bachelor's
63069.75114,Bachelor's
54796.28272,Bachelor's
86528.80166,Bachelor's
80287.85817,Bachelor's
67413.38593,Bachelor's
46484.87853,Bachelor's
80151.68737,Bachelor's
58442.21625,Bachelor's
59751.02895,Bachelor's
65267.97334,Bachelor's
64150.99705,Bachelor's
49601.95215,Bachelor's
58071.16583,Bachelor's
53167.80453,Bachelor's
63667.97394,Bachelor's
74634.69206,Bachelor's
74611.53643,Bachelor's
40526.46053,Bachelor's
53344.55085,Bachelor's
50558.50247,Bachelor's
51504.01818,Bachelor's
86969.75993,Bachelor's
82866.79891,Bachelor's
95718.43554,Bachelor's
79113.47597,Bachelor's
56422.3915,Bachelor's
54252.97767,Bachelor's
63780.00505,Bachelor's
66837.8926,Bachelor's
60096.03365,Bachelor's
103585.8918,Bachelor's
85094.0369,Bachelor's
66522.97892,Bachelor's
60616.83138,Bachelor's
67925.45017,Bachelor's
36646.67149,Bachelor's
66228.03723,Bachelor's
51221.4972,Bachelor's
84723.67439,Bachelor's
56514.80336,Bachelor's
41361.59636,Bachelor's
70897.80774,Bachelor's
60561.1563,Bachelor's
61617.53929,Bachelor's
66134.80518,Bachelor's
49379.18441,Bachelor's
59201.37089,Bachelor's
76563.57685,Bachelor's
44231.47337,Bachelor's
79253.33196,Bachelor's
58577.20332,Bachelor's
68428.77575,Bachelor's
64045.9055,Bachelor's
58980.71036,Bachelor's
41323.05339,Bachelor's
46021.45452,Bachelor's
60092.01897,Bachelor's
63867.26265,Bachelor's
64355.3578,Bachelor's
65360.67636,Bachelor's
85867.42484,Bachelor's
70907.41357,Bachelor's
36148.06719,Bachelor's
78674.69877,Bachelor's
37494.70254,Bachelor's
64099.37615,Bachelor's
73589.60377,Bachelor's
66473.9831,Bachelor's
98246.85786,Bachelor's
72380.24885,Bachelor's
72540.93542,Bachelor's
68508.80421,Bachelor's
64469.34239,Bachelor's
95410.7174,Bachelor's
71555.1668,Bachelor's
56252.03918,Bachelor's
54747.0428,Bachelor's
37599.05533,Bachelor's
70141.9863,Bachelor's
68314.42473,Bachelor's
70994.40611,Bachelor's
58605.42965,Bachelor's
66778.16362,Bachelor's
68348.86716,Bachelor's
58425.39575,Bachelor's
52961.19343,Bachelor's
82043.32296,Bachelor's
78543.47833,Bachelor's
87900.3732,Bachelor's
54855.76961,Bachelor's
69914.43923,Bachelor's
57734.66329,Bachelor's
58697.67944,Bachelor's
69110.72408,Bachelor's
71148.594,Bachelor's
77071.93453,Bachelor's
85898.0224,Bachelor's
65769.80347,Bachelor's
51633.59628,Bachelor's
65577.04783,Bachelor's
40242.59287,Bachelor's
86238.65176,Bachelor's
77111.95347,Bachelor's
67509.70671,Bachelor's
80039.92868,Bachelor's
62790.01386,Bachelor's
76160.93983,Bachelor's
75105.34103,Bachelor's
85220.3339,Bachelor's
56670.07105,Bachelor's
53270.66386,Bachelor's
60422.40257,Bachelor's
54128.99575,Bachelor's
78375.18719,Bachelor's
66384.70899,Bachelor's
73246.01149,Bachelor's
62481.58402,Bachelor's
72496.30691,Bachelor's
57491.3238,Bachelor's
60363.36704,Bachelor's
72402.87046,Bachelor's
67136.48196,Bachelor's
81526.22348,Bachelor's
54791.99033,Bachelor's
67556.42997,Bachelor's
71395.03968,Bachelor's
59840.26531,Bachelor's
58838.47681,Bachelor's
58162.50519,Bachelor's
74807.28789,Bachelor's
51215.10067,Bachelor's
59562.64567,Bachelor's
58751.7743,Bachelor's
79721.22344,Bachelor's
63422.98888,Bachelor's
42692.92833,Bachelor's
76533.20356,Bachelor's
55855.07354,Bachelor's
49788.66491,Bachelor's
65320.1334,Bachelor's
68299.12052,Bachelor's
68392.56367,Bachelor's
90745.46636,Bachelor's
78788.23806,Bachelor's
75324.85507,Bachelor's
91219.38474,Bachelor's
75832.37565,Bachelor's
85825.98897,Bachelor's
57623.97734,Bachelor's
53776.46997,Bachelor's
68574.51922,Bachelor's
90049.05409,Bachelor's
73738.40675,Bachelor's
56193.10041,Bachelor's
76095.98077,Bachelor's
65343.65024,Bachelor's
69642.84294,Bachelor's
53945.90825,Bachelor's
49761.46956,Bachelor's
45500.25593,Bachelor's
47801.8046,Bachelor's
28436.35008,Bachelor's
69461.86366,Bachelor's
61484.96231,Bachelor's
61370.1614,Bachelor's
56120.22446,Bachelor's
69132.55616,Bachelor's
